Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,,
08-01-2022,S004,P0007,Electronics,North,152,97,105,99.28,56.84,15,Cloudy,0,55.52,Autumn,,
08-01-2022,S004,P0008,Groceries,North,203,161,51,170.06,39.81,10,Rainy,1,39.59,Autumn,,
08-01-2022,S004,P0009,Clothing,North,102,97,177,96.05,65.64,5,Sunny,1,62.4,Spring,,
08-01-2022,S004,P0010,Electronics,North,393,170,187,162.77,15.27,0,Cloudy,0,14.74,Spring,,
08-01-2022,S004,P0011,Toys,West,317,132,48,135.34,32.2,15,Snowy,1,36.91,Autumn,,
08-01-2022,S004,P0012,Furniture,East,163,145,194,147.73,92.42,10,Sunny,0,97.22,Winter,,
08-01-2022,S004,P0013,Electronics,West,386,331,162,342,20.13,20,Snowy,1,24.22,Autumn,,
08-01-2022,S004,P0014,Furniture,East,311,256,168,267.54,51.94,10,Snowy,0,54.91,Winter,,
08-01-2022,S004,P0015,Electronics,North,338,135,145,128.97,19.51,10,Sunny,1,24.3,Spring,,
08-01-2022,S004,P0016,Electronics,North,329,163,56,166.53,81.94,0,Cloudy,1,79.28,Summer,,
08-01-2022,S004,P0017,Toys,South,111,105,85,113.96,94.97,5,Rainy,0,91.43,Summer,,
08-01-2022,S004,P0018,Toys,West,190,39,37,37.83,65.26,20,Cloudy,1,69.04,Summer,,
08-01-2022,S004,P0019,Groceries,East,353,41,174,40.63,21.49,20,Cloudy,1,23.14,Autumn,,
08-01-2022,S004,P0020,Groceries,West,176,59,21,71.18,30.67,15,Sunny,1,25.88,Spring,,
08-01-2022,S005,P0001,Toys,North,107,53,189,62.9,21.2,20,Sunny,0,18.82,Summer,,
08-01-2022,S005,P0002,Clothing,West,196,149,35,142.88,48.65,10,Cloudy,1,45.55,Spring,,
08-01-2022,S005,P0003,Toys,East,341,208,23,202.85,61.05,10,Cloudy,1,62.64,Spring,,
08-01-2022,S005,P0004,Electronics,South,401,61,25,70.2,57.98,20,Rainy,1,60.38,Autumn,,
08-01-2022,S005,P0005,Groceries,East,459,211,35,207.67,10.83,20,Sunny,1,11.86,Summer,,
08-01-2022,S005,P0006,Furniture,North,323,223,111,232.03,61.72,5,Snowy,1,62.81,Spring,,
08-01-2022,S005,P0007,Toys,South,112,93,177,105.58,42.82,5,Sunny,0,45.41,Summer,,
08-01-2022,S005,P0008,Groceries,West,297,150,96,162.16,74,5,Snowy,1,69.22,Autumn,,
08-01-2022,S005,P0009,Toys,East,489,147,81,141.76,21.5,5,Sunny,1,18.34,Spring,,
08-01-2022,S005,P0010,Clothing,East,254,209,57,201.37,72.32,5,Cloudy,1,74.51,Winter,,
08-01-2022,S005,P0011,Groceries,North,137,40,159,55.57,50.72,5,Rainy,0,54.08,Summer,,
08-01-2022,S005,P0012,Toys,West,314,8,78,1.3,44.41,15,Sunny,1,39.42,Autumn,,
08-01-2022,S005,P0013,Groceries,West,365,241,86,239.85,95.4,0,Sunny,1,91.51,Autumn,,
08-01-2022,S005,P0014,Groceries,West,177,8,37,4.09,72.93,10,Sunny,0,72.3,Summer,,
08-01-2022,S005,P0015,Groceries,South,307,230,20,241.79,96.08,0,Rainy,0,92.66,Autumn,,
08-01-2022,S005,P0016,Clothing,South,101,89,162,91.65,19.72,15,Sunny,1,18.2,Summer,,
08-01-2022,S005,P0017,Clothing,East,377,116,49,126.12,60.49,20,Cloudy,1,61.93,Winter,,
08-01-2022,S005,P0018,Furniture,East,448,125,199,131.84,88.88,15,Sunny,0,89.6,Spring,,
08-01-2022,S005,P0019,Furniture,South,135,83,195,100.37,42.53,0,Snowy,1,46.54,Summer,,
08-01-2022,S005,P0020,Groceries,West,383,96,44,107.46,20.84,10,Sunny,1,21.93,Spring,,
09-01-2022,S001,P0001,Electronics,South,373,350,178,352.24,41.72,0,Sunny,1,38.68,Summer,,
09-01-2022,S001,P0002,Clothing,North,142,9,67,28.55,96.33,15,Cloudy,1,95.03,Spring,,
09-01-2022,S001,P0003,Toys,East,153,153,107,147.91,18.67,5,Sunny,1,19.14,Autumn,,
09-01-2022,S001,P0004,Groceries,West,410,5,188,17.43,64.74,15,Snowy,0,65.03,Summer,,
09-01-2022,S001,P0005,Toys,North,471,343,32,353.75,83.56,0,Sunny,0,86.48,Spring,,
09-01-2022,S001,P0006,Groceries,North,199,45,174,41.19,59.23,5,Rainy,0,54.92,Winter,,
09-01-2022,S001,P0007,Electronics,South,81,81,177,98.81,34.2,15,Sunny,1,37.95,Autumn,,
09-01-2022,S001,P0008,Clothing,East,247,194,80,202.27,83.93,10,Snowy,0,84.92,Autumn,,
09-01-2022,S001,P0009,Clothing,West,285,169,46,171.32,75.93,20,Cloudy,1,78.51,Spring,,
09-01-2022,S001,P0010,Toys,South,97,40,148,38.87,69.78,15,Cloudy,1,65.21,Summer,,
09-01-2022,S001,P0011,Groceries,North,361,106,28,123.38,52.18,5,Cloudy,1,50.67,Spring,,
09-01-2022,S001,P0012,Electronics,South,94,50,101,56.16,13.88,20,Rainy,0,13.91,Autumn,,
09-01-2022,S001,P0013,Toys,North,219,85,142,90.58,44.84,20,Sunny,0,44.08,Spring,,
09-01-2022,S001,P0014,Electronics,East,194,51,63,68.07,78.24,5,Snowy,0,79.19,Summer,,
09-01-2022,S001,P0015,Toys,East,424,342,108,340.97,44.74,10,Snowy,1,45.62,Spring,,
09-01-2022,S001,P0016,Electronics,East,458,98,52,100.51,52.49,5,Cloudy,1,49.14,Spring,,
09-01-2022,S001,P0017,Electronics,North,487,418,98,433.88,91.79,5,Snowy,1,90.65,Winter,,
09-01-2022,S001,P0018,Clothing,North,363,316,107,306.77,52.06,5,Rainy,0,50.29,Summer,,
09-01-2022,S001,P0019,Groceries,West,317,284,78,292.13,37.43,5,Snowy,0,33.91,Autumn,,
09-01-2022,S001,P0020,Toys,North,351,55,33,66.56,10.99,0,Cloudy,0,7.6,Spring,,
09-01-2022,S002,P0001,Groceries,South,361,155,102,149.74,78.43,15,Cloudy,1,82.14,Winter,,
09-01-2022,S002,P0002,Toys,North,93,29,101,25.81,96.63,5,Rainy,1,95.9,Winter,,
09-01-2022,S002,P0003,Electronics,North,204,50,179,62.18,58.55,15,Snowy,0,57.36,Autumn,,
09-01-2022,S002,P0004,Electronics,East,240,137,177,144.48,60.26,15,Rainy,1,63.81,Spring,,
09-01-2022,S002,P0005,Toys,South,478,242,102,249.33,94.9,20,Sunny,1,98.8,Autumn,,
09-01-2022,S002,P0006,Groceries,South,170,71,151,69.31,95.07,5,Cloudy,1,90.08,Spring,,
09-01-2022,S002,P0007,Clothing,East,332,237,66,256.19,91.4,15,Cloudy,0,91.21,Winter,,
09-01-2022,S002,P0008,Electronics,West,116,45,152,35.45,81.13,10,Cloudy,1,84.71,Spring,,
09-01-2022,S002,P0009,Electronics,North,306,252,166,258.01,72.99,20,Cloudy,1,71.11,Spring,,
09-01-2022,S002,P0010,Electronics,South,376,222,59,212.54,11.3,10,Cloudy,0,7.69,Winter,,
09-01-2022,S002,P0011,Clothing,East,450,334,155,345.11,91.41,10,Snowy,1,88.3,Winter,,
09-01-2022,S002,P0012,Electronics,South,201,45,141,44.15,51.28,5,Cloudy,0,49.5,Spring,,
09-01-2022,S002,P0013,Furniture,West,344,270,81,289.15,26.81,15,Sunny,1,26.46,Winter,,
09-01-2022,S002,P0014,Toys,North,330,87,101,93.59,23.4,5,Snowy,1,24.43,Summer,,
09-01-2022,S002,P0015,Electronics,West,443,270,162,264.3,71.86,20,Sunny,0,69.87,Autumn,,
09-01-2022,S002,P0016,Furniture,North,219,178,114,179.94,52.98,0,Sunny,1,54.51,Winter,,
09-01-2022,S002,P0017,Electronics,South,100,50,99,62.54,48.77,5,Snowy,1,46.12,Spring,,
09-01-2022,S002,P0018,Furniture,West,96,95,63,103.86,45.68,0,Sunny,1,45.36,Autumn,,
09-01-2022,S002,P0019,Clothing,West,491,45,68,46.59,15.25,15,Sunny,0,20.13,Winter,,
09-01-2022,S002,P0020,Clothing,East,421,391,48,397.01,99.92,15,Snowy,1,95.92,Winter,,
09-01-2022,S003,P0001,Clothing,East,139,112,66,106.74,84.48,0,Snowy,0,89.23,Summer,,
09-01-2022,S003,P0002,Groceries,North,363,337,95,336.29,45.42,5,Sunny,0,48.52,Autumn,,
09-01-2022,S003,P0003,Groceries,East,159,98,47,112.01,71.37,10,Rainy,1,69.07,Summer,,
09-01-2022,S003,P0004,Electronics,East,252,34,150,43.23,30.87,20,Snowy,1,35.29,Spring,,
09-01-2022,S003,P0005,Furniture,West,418,4,143,-1.33,60.22,0,Cloudy,1,58.63,Summer,,
09-01-2022,S003,P0006,Toys,East,248,65,138,59.54,82.33,15,Rainy,0,80.8,Spring,,
09-01-2022,S003,P0007,Clothing,North,440,21,49,13.86,51.57,20,Cloudy,1,49.43,Summer,,
09-01-2022,S003,P0008,Clothing,South,267,100,134,106.79,22.73,5,Cloudy,1,25.27,Autumn,,
09-01-2022,S003,P0009,Electronics,South,427,331,128,343.88,32.9,20,Snowy,0,36.09,Summer,,
09-01-2022,S003,P0010,Toys,East,60,40,65,51.32,85.57,20,Rainy,0,82.49,Spring,,
09-01-2022,S003,P0011,Clothing,West,421,48,99,63.04,87.39,5,Cloudy,1,87.16,Summer,,
09-01-2022,S003,P0012,Electronics,East,398,393,149,388.39,78.81,10,Sunny,1,81.37,Spring,,
09-01-2022,S003,P0013,Groceries,East,223,116,35,126.41,26.29,15,Cloudy,1,22.02,Spring,,
09-01-2022,S003,P0014,Electronics,West,495,198,146,205.97,82.3,15,Rainy,0,86.23,Autumn,,
09-01-2022,S003,P0015,Electronics,South,90,67,92,68.42,15.65,15,Snowy,1,18.07,Summer,,
09-01-2022,S003,P0016,Clothing,West,227,55,77,73.48,63.07,20,Sunny,0,60.96,Spring,,
09-01-2022,S003,P0017,Clothing,North,488,312,171,312.76,27.22,0,Snowy,0,24.53,Summer,,
09-01-2022,S003,P0018,Groceries,North,260,169,33,179.09,35.56,10,Cloudy,1,37.14,Winter,,
09-01-2022,S003,P0019,Furniture,West,419,141,124,160.89,32.55,20,Snowy,0,32.84,Winter,,
09-01-2022,S003,P0020,Electronics,North,486,225,190,216.77,83.51,15,Sunny,1,86.47,Summer,,
09-01-2022,S004,P0001,Clothing,West,391,253,163,250.85,80.62,0,Rainy,0,79.01,Autumn,,
09-01-2022,S004,P0002,Toys,North,211,74,131,89.7,98.46,5,Snowy,1,101.18,Summer,,
09-01-2022,S004,P0003,Toys,East,306,58,54,64.75,89.88,10,Snowy,0,94.46,Spring,,
09-01-2022,S004,P0004,Electronics,North,311,117,88,121.07,52.5,20,Snowy,1,54.96,Summer,,
09-01-2022,S004,P0005,Electronics,East,387,242,128,239.56,97.22,15,Cloudy,1,96.74,Winter,,
09-01-2022,S004,P0006,Electronics,East,120,97,111,108.83,65.21,5,Sunny,0,64.54,Winter,,
09-01-2022,S004,P0007,Clothing,West,393,239,104,236.49,59.25,20,Cloudy,1,57.58,Winter,,
09-01-2022,S004,P0008,Clothing,West,310,307,51,319.38,46.11,20,Rainy,0,41.37,Summer,,
09-01-2022,S004,P0009,Toys,North,436,250,194,247.52,88.74,15,Rainy,0,87.46,Spring,,
09-01-2022,S004,P0010,Furniture,North,356,57,165,70.92,72.52,5,Rainy,1,77.37,Autumn,,
09-01-2022,S004,P0011,Furniture,East,203,156,75,153.2,34.38,0,Rainy,0,31.76,Autumn,,
09-01-2022,S004,P0012,Toys,South,259,175,171,192.43,53.55,5,Snowy,0,52.61,Summer,,
09-01-2022,S004,P0013,Electronics,South,192,6,151,5.33,40.8,15,Rainy,1,38.42,Autumn,,
09-01-2022,S004,P0014,Toys,West,470,3,79,14.41,22.99,20,Snowy,0,26.24,Autumn,,
09-01-2022,S004,P0015,Electronics,North,173,14,150,23.41,94.54,0,Rainy,1,89.88,Spring,,
09-01-2022,S004,P0016,Toys,North,218,85,134,82.18,45.82,10,Rainy,0,44.57,Summer,,
09-01-2022,S004,P0017,Toys,West,241,222,75,219.47,75.5,10,Snowy,1,79.83,Autumn,,
09-01-2022,S004,P0018,Groceries,East,416,259,197,271.23,19.47,15,Rainy,1,15.6,Winter,,
09-01-2022,S004,P0019,Furniture,South,313,59,143,73.6,89.82,5,Rainy,1,92.02,Autumn,,
09-01-2022,S004,P0020,Toys,West,249,245,139,250.65,61.06,15,Snowy,1,59.95,Winter,,
09-01-2022,S005,P0001,Toys,West,412,408,114,407.25,89.6,20,Rainy,0,94.16,Winter,,
09-01-2022,S005,P0002,Clothing,East,359,178,97,172.45,78.44,20,Rainy,0,75.44,Autumn,,
09-01-2022,S005,P0003,Clothing,West,107,28,192,43.08,13.88,0,Sunny,0,11.35,Autumn,,
09-01-2022,S005,P0004,Toys,West,175,72,133,74.53,21.72,5,Sunny,0,25.34,Summer,,
09-01-2022,S005,P0005,Furniture,North,267,101,67,106.31,90.11,10,Rainy,0,85.86,Autumn,,
09-01-2022,S005,P0006,Clothing,South,266,151,27,157.09,55.34,5,Snowy,1,52.57,Summer,,
09-01-2022,S005,P0007,Electronics,East,463,384,53,382.37,40.06,15,Sunny,0,43.5,Autumn,,
09-01-2022,S005,P0008,Furniture,North,131,123,94,132.65,49.76,5,Rainy,0,44.85,Autumn,,
09-01-2022,S005,P0009,Toys,South,249,207,176,199.24,88.92,15,Snowy,0,87.53,Spring,,
09-01-2022,S005,P0010,Toys,East,225,98,56,94.99,91.41,0,Snowy,1,92.16,Spring,,
09-01-2022,S005,P0011,Clothing,East,418,338,109,330.41,54.48,20,Sunny,0,53.24,Winter,,
09-01-2022,S005,P0012,Groceries,West,156,152,113,159.59,95.44,0,Cloudy,0,95.95,Autumn,,
09-01-2022,S005,P0013,Clothing,North,278,253,65,269.96,41.74,5,Sunny,1,44.33,Autumn,,
09-01-2022,S005,P0014,Electronics,South,486,304,171,296.09,55.76,5,Sunny,0,51.67,Spring,,
09-01-2022,S005,P0015,Electronics,West,80,19,186,36.63,10.4,20,Rainy,0,11.15,Autumn,,
09-01-2022,S005,P0016,Clothing,North,282,222,166,215.32,41.91,0,Snowy,1,46.88,Winter,,
09-01-2022,S005,P0017,Electronics,North,412,200,27,196.83,50.57,5,Rainy,0,48.42,Autumn,,
09-01-2022,S005,P0018,Electronics,North,281,113,148,129.24,79.83,5,Rainy,0,81.85,Winter,,
09-01-2022,S005,P0019,Furniture,East,274,148,91,164.34,34.29,5,Snowy,0,29.39,Autumn,,
09-01-2022,S005,P0020,Furniture,East,445,214,147,220.09,17.26,5,Sunny,1,14.58,Autumn,,
10-01-2022,S001,P0001,Electronics,West,327,36,132,39.5,32.68,5,Snowy,1,34.71,Summer,,
10-01-2022,S001,P0002,Toys,South,222,183,121,173.86,42.03,5,Rainy,0,41.89,Autumn,,
10-01-2022,S001,P0003,Groceries,West,120,38,177,31.02,29.15,10,Snowy,0,24.21,Spring,,
10-01-2022,S001,P0004,Electronics,East,147,18,124,15.62,74.05,20,Cloudy,1,76.45,Summer,,
10-01-2022,S001,P0005,Toys,East,120,59,108,76.93,23.43,20,Cloudy,1,19.08,Winter,,
10-01-2022,S001,P0006,Toys,West,346,151,57,150.5,27.82,5,Snowy,0,25.22,Spring,,
10-01-2022,S001,P0007,Clothing,South,481,323,113,317.12,84.01,0,Rainy,0,82.9,Autumn,,
10-01-2022,S001,P0008,Furniture,West,318,76,189,70.45,48.96,5,Cloudy,0,47.4,Summer,,
10-01-2022,S001,P0009,Toys,North,170,138,162,141.94,43.24,0,Cloudy,1,42.57,Spring,,
10-01-2022,S001,P0010,Clothing,East,324,113,82,111.02,63.67,0,Snowy,0,60.13,Autumn,,
10-01-2022,S001,P0011,Clothing,North,393,88,146,89.39,11.14,0,Cloudy,1,12.33,Spring,,
10-01-2022,S001,P0012,Groceries,West,444,16,158,8.63,18.93,10,Cloudy,1,19.04,Spring,,
10-01-2022,S001,P0013,Clothing,North,495,284,188,294.19,86.6,10,Sunny,1,83.44,Autumn,,
10-01-2022,S001,P0014,Furniture,West,282,269,139,288.12,24.95,0,Snowy,1,22.85,Autumn,,
10-01-2022,S001,P0015,Clothing,East,413,381,66,394,56.71,20,Sunny,0,56.78,Summer,,
10-01-2022,S001,P0016,Clothing,North,230,80,44,99.31,58.05,20,Snowy,1,53.34,Winter,,
10-01-2022,S001,P0017,Clothing,West,301,84,191,90.29,83.04,0,Cloudy,0,80.87,Spring,,
10-01-2022,S001,P0018,Furniture,West,263,8,59,11.98,81.47,20,Sunny,1,83.82,Spring,,
10-01-2022,S001,P0019,Clothing,North,100,65,50,68.14,46.67,5,Cloudy,0,50.75,Winter,,
10-01-2022,S001,P0020,Electronics,North,343,221,96,214.44,24.61,5,Cloudy,0,23.61,Summer,,
10-01-2022,S002,P0001,Groceries,West,117,42,158,56.12,31.79,5,Snowy,0,29.67,Autumn,,
10-01-2022,S002,P0002,Toys,East,114,70,191,61.73,36.13,20,Cloudy,0,32.2,Autumn,,
10-01-2022,S002,P0003,Furniture,South,127,11,181,15.25,49.6,5,Sunny,1,50.07,Spring,,
10-01-2022,S002,P0004,Clothing,North,141,54,122,62.16,38.68,20,Cloudy,0,34.54,Winter,,
10-01-2022,S002,P0005,Groceries,South,280,36,166,26.1,10.06,5,Snowy,1,7.89,Winter,,
10-01-2022,S002,P0006,Toys,West,341,229,145,226.45,62.31,5,Snowy,0,66.62,Winter,,
10-01-2022,S002,P0007,Toys,West,229,94,50,107.56,48.84,5,Snowy,0,45.8,Summer,,
10-01-2022,S002,P0008,Groceries,West,248,212,82,227.94,24.63,5,Cloudy,1,28.34,Winter,,
10-01-2022,S002,P0009,Toys,East,335,178,157,181.48,87.82,20,Snowy,0,91.32,Winter,,
10-01-2022,S002,P0010,Electronics,West,416,300,197,304.96,63.39,15,Snowy,1,60.96,Autumn,,
10-01-2022,S002,P0011,Toys,South,481,345,122,355.64,56.76,10,Sunny,1,55.94,Summer,,
10-01-2022,S002,P0012,Clothing,South,170,147,77,162.71,33.95,15,Sunny,1,34.5,Spring,,
10-01-2022,S002,P0013,Furniture,West,213,104,46,122.12,30.8,15,Snowy,1,26.83,Summer,,
10-01-2022,S002,P0014,Groceries,South,293,73,25,64.18,48.94,10,Rainy,0,51.54,Autumn,,
10-01-2022,S002,P0015,Groceries,South,350,293,81,293.45,31.05,10,Rainy,1,34.23,Spring,,
10-01-2022,S002,P0016,Electronics,South,355,71,149,63.71,44.98,0,Cloudy,1,46.57,Winter,,
10-01-2022,S002,P0017,Furniture,South,373,21,85,29.29,91.69,20,Cloudy,0,89.07,Winter,,
10-01-2022,S002,P0018,Furniture,North,292,22,129,21.8,26.6,10,Rainy,0,29.87,Spring,,
10-01-2022,S002,P0019,Toys,East,447,31,52,21.94,84.73,10,Snowy,0,85.3,Spring,,
10-01-2022,S002,P0020,Groceries,East,287,259,151,270.1,95.77,5,Rainy,1,92.6,Summer,,
10-01-2022,S003,P0001,Toys,South,126,57,61,59.64,21.01,15,Rainy,1,24.33,Spring,,
10-01-2022,S003,P0002,Clothing,East,85,79,68,72.88,40.83,5,Rainy,1,37.97,Autumn,,
10-01-2022,S003,P0003,Furniture,North,84,7,195,9.75,67.15,15,Snowy,0,66.45,Winter,,
10-01-2022,S003,P0004,Clothing,West,209,92,54,105.52,94.47,0,Snowy,0,92.82,Spring,,
10-01-2022,S003,P0005,Groceries,West,260,248,190,262.45,15.86,20,Rainy,0,19.76,Autumn,,
10-01-2022,S003,P0006,Toys,East,134,89,159,90.46,77.71,10,Cloudy,1,73.15,Autumn,,
10-01-2022,S003,P0007,Clothing,North,421,120,45,139.15,24.06,0,Sunny,1,27.82,Winter,,
10-01-2022,S003,P0008,Furniture,South,318,216,57,207.11,96.13,15,Rainy,0,96.95,Spring,,
10-01-2022,S003,P0009,Furniture,North,342,335,169,335.31,22.27,10,Sunny,1,22.9,Winter,,
10-01-2022,S003,P0010,Electronics,North,217,158,176,148.76,37.11,20,Sunny,1,39.36,Summer,,
10-01-2022,S003,P0011,Electronics,North,459,91,23,82.67,76.21,0,Cloudy,0,74.7,Spring,,
10-01-2022,S003,P0012,Furniture,South,456,320,35,315.25,47.54,10,Rainy,1,50.18,Winter,,
10-01-2022,S003,P0013,Furniture,East,436,67,123,82.23,87.82,0,Cloudy,0,83.78,Winter,,
10-01-2022,S003,P0014,Groceries,West,274,79,117,85.44,63.08,20,Rainy,0,64.97,Autumn,,
10-01-2022,S003,P0015,Toys,West,450,84,142,79.33,10.85,5,Rainy,1,14,Spring,,
10-01-2022,S003,P0016,Toys,South,166,87,83,99.16,75.19,5,Cloudy,0,78.92,Winter,,
10-01-2022,S003,P0017,Electronics,South,174,18,37,12.75,67.68,10,Cloudy,0,67.99,Autumn,,
10-01-2022,S003,P0018,Electronics,North,413,369,98,365.01,45.57,15,Snowy,1,42.36,Summer,,
10-01-2022,S003,P0019,Clothing,West,408,170,20,164.18,95.52,0,Cloudy,0,93.62,Summer,,
10-01-2022,S003,P0020,Clothing,West,257,192,198,201.77,66.95,20,Cloudy,1,71.86,Summer,,
10-01-2022,S004,P0001,Groceries,East,310,280,145,279.05,20.82,0,Cloudy,0,17.27,Winter,,
10-01-2022,S004,P0002,Clothing,East,248,236,82,243.09,96,0,Snowy,0,98.28,Winter,,
10-01-2022,S004,P0003,Toys,West,161,107,53,101.45,85.09,0,Rainy,1,82.52,Summer,,
10-01-2022,S004,P0004,Furniture,South,94,40,173,40.99,45.22,5,Sunny,1,43.46,Spring,,
10-01-2022,S004,P0005,Toys,North,80,27,80,25.55,98.97,10,Cloudy,1,100.43,Autumn,,
10-01-2022,S004,P0006,Toys,North,130,102,94,110.85,23.47,0,Sunny,0,28.37,Spring,,
10-01-2022,S004,P0007,Clothing,West,299,110,87,100.75,73.43,10,Sunny,1,70.42,Autumn,,
10-01-2022,S004,P0008,Electronics,North,390,135,68,141.9,71.06,10,Rainy,0,71.8,Winter,,
10-01-2022,S004,P0009,Groceries,East,62,12,24,22.88,52.85,5,Snowy,0,49.41,Autumn,,
10-01-2022,S004,P0010,Groceries,South,359,259,26,250.33,89.31,0,Rainy,1,88.85,Autumn,,
10-01-2022,S004,P0011,Groceries,North,461,110,47,127.48,82.33,15,Sunny,1,78.97,Spring,,
10-01-2022,S004,P0012,Clothing,East,91,53,160,51.14,65.05,10,Snowy,1,67.32,Summer,,
10-01-2022,S004,P0013,Furniture,West,175,35,169,27.92,64.37,20,Cloudy,0,62.68,Spring,,
10-01-2022,S004,P0014,Electronics,West,496,349,155,355.24,75.88,15,Snowy,1,71.65,Autumn,,
10-01-2022,S004,P0015,Groceries,South,190,178,102,175.65,52.89,10,Snowy,0,55.83,Winter,,
10-01-2022,S004,P0016,Clothing,West,419,201,141,202.21,78.7,0,Cloudy,1,82.16,Winter,,
10-01-2022,S004,P0017,Furniture,South,381,264,98,277.98,16.08,10,Snowy,1,13.32,Spring,,
10-01-2022,S004,P0018,Groceries,North,66,35,106,36.58,72.14,20,Rainy,0,74.88,Spring,,
10-01-2022,S004,P0019,Electronics,West,103,73,87,72.79,52.67,10,Cloudy,0,50.56,Spring,,
10-01-2022,S004,P0020,Electronics,West,427,215,154,207.04,49.52,10,Sunny,1,53.69,Spring,,
10-01-2022,S005,P0001,Furniture,West,101,23,102,18.75,30.18,15,Cloudy,1,26.91,Summer,,
10-01-2022,S005,P0002,Clothing,North,499,211,159,220.04,56.35,10,Rainy,1,58.67,Summer,,
10-01-2022,S005,P0003,Electronics,South,180,28,146,43.2,56.87,5,Snowy,1,61.07,Autumn,,
10-01-2022,S005,P0004,Furniture,North,58,40,149,48.74,77.7,20,Snowy,1,74.51,Winter,,
10-01-2022,S005,P0005,Electronics,East,153,112,185,109.37,31.47,5,Snowy,1,35,Spring,,
10-01-2022,S005,P0006,Clothing,South,142,112,180,131.57,86.12,0,Rainy,0,82.46,Summer,,
10-01-2022,S005,P0007,Furniture,East,157,140,110,133.11,81.91,0,Cloudy,0,81.5,Winter,,
10-01-2022,S005,P0008,Groceries,North,129,94,137,108.16,82.5,15,Rainy,0,87.39,Spring,,
10-01-2022,S005,P0009,Groceries,North,420,177,62,181.88,70.69,5,Rainy,1,73.15,Summer,,
10-01-2022,S005,P0010,Electronics,South,225,209,185,222.54,21.75,5,Snowy,0,23.91,Spring,,
10-01-2022,S005,P0011,Groceries,North,434,46,145,51.3,60.87,15,Cloudy,1,60,Autumn,,
10-01-2022,S005,P0012,Toys,South,102,62,68,77.34,79,10,Rainy,0,75.64,Spring,,
10-01-2022,S005,P0013,Groceries,East,276,176,120,183.7,33.77,0,Snowy,0,30.48,Spring,,
10-01-2022,S005,P0014,Electronics,North,112,21,111,13.92,80.06,5,Sunny,0,78.11,Winter,,
10-01-2022,S005,P0015,Furniture,West,494,300,31,311.48,61.44,0,Sunny,0,60.36,Winter,,
10-01-2022,S005,P0016,Groceries,East,407,103,90,107.56,60.15,15,Sunny,1,64.52,Winter,,
10-01-2022,S005,P0017,Furniture,East,308,266,164,259.6,31.07,20,Rainy,1,30.57,Summer,,
10-01-2022,S005,P0018,Furniture,South,331,235,49,234.25,22.58,20,Cloudy,1,27.56,Summer,,
10-01-2022,S005,P0019,Electronics,East,481,154,169,169.61,85.04,5,Cloudy,0,82.62,Autumn,,
